Case #1:
179981 229977
179981 249974
179981 249975
179981 269972
179981 269973
179981 289970
179981 289971
179981 309968
179981 309969
179981 329966
179981 329967
179981 349964
179981 349965
179981 369962
179981 369963
179981 389960
179981 389961
179981 409958
179981 409959
179981 429956
179981 429957
179981 449954
179981 449955
179981 469952
179981 469953
179981 489950
179981 489951
179981 509948
179981 509949
179981 529946
179981 529947
179981 549944
179981 549945
179981 569942
179981 569943
179981 589940
179981 589941
179981 609938
179981 609939
179981 629936
179981 629937
179982 9998
179982 9999
179982 29996
179982 29997
179982 49994
179982 49995
179982 69992
179982 69993
179982 89990
179982 89991
179982 109988
179982 109989
179982 129986
179982 129987
179982 149984
179982 149985
179982 169982
179982 169983
179982 189980
179982 189981
179982 209978
179982 209979
179982 229976
179982 229977
179982 249974
179982 249975
179982 269972
179982 269973
179982 289970
179982 289971
179982 309968
179982 309969
179982 329966
179982 329967
179982 349964
179982 349965
179982 369962
179982 369963
179982 389960
179982 389961
179982 409958
179982 409959
179982 429956
179982 429957
179982 449954
179982 449955
179982 469952
179982 469953
179982 489950
179982 489951
179982 509948
179982 509949
179982 529946
179982 529947
179982 549944
179982 549945
179982 569942
179982 569943
179982 589940
179982 589941
179982 609938
179982 609939
179982 629936
179982 629937
199979 9998
199979 9999
199979 29996
199979 29997
199979 49994
199979 49995
199979 69992
199979 69993
199979 89990
199979 89991
199979 109988
199979 109989
199979 129986
199979 129987
199979 149984
199979 149985
199979 169982
199979 169983
199979 189980
199979 189981
199979 209978
199979 209979
199979 229976
199979 229977
199979 249974
199979 249975
199979 269972
199979 269973
199979 289970
199979 289971
199979 309968
199979 309969
199979 329966
199979 329967
199979 349964
199979 349965
199979 369962
199979 369963
199979 389960
199979 389961
199979 409958
199979 409959
199979 429956
199979 429957
199979 449954
199979 449955
199979 469952
199979 469953
199979 489950
199979 489951
199979 509948
199979 509949
199979 529946
199979 529947
199979 549944
199979 549945
199979 569942
199979 569943
199979 589940
199979 589941
199979 609938
199979 609939
199979 629936
199979 629937
199980 9998
199980 9999
199980 29996
199980 29997
199980 49994
199980 49995
199980 69992
199980 69993
199980 89990
199980 89991
199980 109988
199980 109989
199980 129986
199980 129987
199980 149984
199980 149985
199980 169982
199980 169983
199980 189980
199980 189981
199980 209978
199980 209979
199980 229976
199980 229977
199980 249974
199980 249975
199980 269972
199980 269973
199980 289970
199980 289971
199980 309968
199980 309969
199980 329966
199980 329967
199980 349964
199980 349965
199980 369962
199980 369963
199980 389960
199980 389961
199980 409958
199980 409959
199980 429956
199980 429957
199980 449954
199980 449955
199980 469952
199980 469953
199980 489950
199980 489951
199980 509948
199980 509949
199980 529946
199980 529947
199980 549944
199980 549945
199980 569942
199980 569943
199980 589940
199980 589941
199980 609938
199980 609939
199980 629936
199980 629937
219977 9998
219977 9999
219977 29996
219977 29997
219977 49994
219977 49995
219977 69992
219977 69993
219977 89990
219977 89991
219977 109988
219977 109989
219977 129986
219977 129987
219977 149984
219977 149985
219977 169982
219977 169983
219977 189980
219977 189981
219977 209978
219977 209979
219977 229976
219977 229977
219977 249974
219977 249975
219977 269972
219977 269973
219977 289970
219977 289971
219977 309968
219977 309969
219977 329966
219977 329967
219977 349964
219977 349965
219977 369962
219977 369963
219977 389960
219977 389961
219977 409958
219977 409959
219977 429956
219977 429957
219977 449954
219977 449955
219977 469952
219977 469953
219977 489950
219977 489951
219977 509948
219977 509949
219977 529946
219977 529947
219977 549944
219977 549945
219977 569942
219977 569943
219977 589940
219977 589941
219977 609938
219977 609939
219977 629936
219977 629937
219978 9998
219978 9999
219978 29996
219978 29997
219978 49994
219978 49995
219978 69992
219978 69993
219978 89990
219978 89991
219978 109988
219978 109989
219978 129986
219978 129987
219978 149984
219978 149985
219978 169982
219978 169983
219978 189980
219978 189981
219978 209978
219978 209979
219978 229976
219978 229977
219978 249974
219978 249975
219978 269972
219978 269973
219978 289970
219978 289971
219978 309968
219978 309969
219978 329966
219978 329967
219978 349964
219978 349965
219978 369962
219978 369963
219978 389960
219978 389961
219978 409958
219978 409959
219978 429956
219978 429957
219978 449954
219978 449955
219978 469952
219978 469953
219978 489950
219978 489951
219978 509948
219978 509949
219978 529946
219978 529947
219978 549944
219978 549945
219978 569942
219978 569943
219978 589940
219978 589941
219978 609938
219978 609939
219978 629936
219978 629937
239975 9998
239975 9999
239975 29996
239975 29997
239975 49994
239975 49995
239975 69992
239975 69993
239975 89990
239975 89991
239975 109988
239975 109989
239975 129986
239975 129987
239975 149984
239975 149985
239975 169982
239975 169983
239975 189980
239975 189981
239975 209978
239975 209979
239975 229976
239975 229977
239975 249974
239975 249975
239975 269972
239975 269973
239975 289970
239975 289971
239975 309968
239975 309969
239975 329966
239975 329967
239975 349964
239975 349965
239975 369962
239975 369963
239975 389960
239975 389961
239975 409958
239975 409959
239975 429956
239975 429957
239975 449954
239975 449955
239975 469952
239975 469953
239975 489950
239975 489951
239975 509948
239975 509949
239975 529946
239975 529947
239975 549944
239975 549945
239975 569942
239975 569943
239975 589940
239975 589941
239975 609938
239975 609939
239975 629936
239975 629937
239976 9998
239976 9999
239976 29996
239976 29997
239976 49994
239976 49995
239976 69992
239976 69993
239976 89990
239976 89991
239976 109988
239976 109989
239976 129986
239976 129987
239976 149984
239976 149985
239976 169982
239976 169983
239976 189980
239976 189981
239976 209978
239976 209979
239976 229976
239976 229977
239976 249974
239976 249975
239976 269972
239976 269973
239976 289970
239976 289971
239976 309968
239976 309969
239976 329966
239976 329967
239976 349964
239976 349965
239976 369962
239976 369963
239976 389960
239976 389961
239976 409958
239976 409959
239976 429956
239976 429957
239976 449954
239976 449955
239976 469952
239976 469953
239976 489950
239976 489951
239976 509948
239976 509949
239976 529946
239976 529947
239976 549944
239976 549945
239976 569942
239976 569943
239976 589940
239976 589941
239976 609938
239976 609939
239976 629936
239976 629937
259973 9998
259973 9999
259973 29996
259973 29997
259973 49994
259973 49995
259973 69992
259973 69993
259973 89990
259973 89991
259973 109988
259973 109989
259973 129986
259973 129987
259973 149984
259973 149985
259973 169982
259973 169983
259973 189980
259973 189981
259973 209978
259973 209979
259973 229976
259973 229977
259973 249974
259973 249975
259973 269972
259973 269973
259973 289970
259973 289971
259973 309968
259973 309969
259973 329966
259973 329967
259973 349964
259973 349965
259973 369962
259973 369963
259973 389960
259973 389961
259973 409958
259973 409959
259973 429956
259973 429957
259973 449954
259973 449955
259973 469952
259973 469953
259973 489950
259973 489951
259973 509948
259973 509949
259973 529946
259973 529947
259973 549944
259973 549945
259973 569942
259973 569943
259973 589940
259973 589941
259973 609938
259973 609939
259973 629936
259973 629937
259974 9998
259974 9999
259974 29996
259974 29997
259974 49994
259974 49995
259974 69992
259974 69993
259974 89990
259974 89991
259974 109988
259974 109989
259974 129986
259974 129987
259974 149984
259974 149985
259974 169982
259974 169983
259974 189980
259974 189981
259974 209978
259974 209979
259974 229976
259974 229977
259974 249974
259974 249975
259974 269972
259974 269973
259974 289970
259974 289971
259974 309968
259974 309969
259974 329966
259974 329967
259974 349964
259974 349965
259974 369962
259974 369963
259974 389960
259974 389961
259974 409958
259974 409959
259974 429956
259974 429957
259974 449954
259974 449955
259974 469952
259974 469953
259974 489950
259974 489951
259974 509948
259974 509949
259974 529946
259974 529947
259974 549944
259974 549945
259974 569942
259974 569943
259974 589940
259974 589941
259974 609938
259974 609939
259974 629936
259974 629937
279971 9998
279971 9999
279971 29996
279971 29997
279971 49994
279971 49995
279971 69992
279971 69993
279971 89990
279971 89991
279971 109988
279971 109989
279971 129986
279971 129987
279971 149984
279971 149985
279971 169982
279971 169983
279971 189980
279971 189981
279971 209978
279971 209979
279971 229976
279971 229977
279971 249974
279971 249975
279971 269972
279971 269973
279971 289970
279971 289971
279971 309968
279971 309969
279971 329966
279971 329967
279971 349964
279971 349965
279971 369962
279971 369963
279971 389960
279971 389961
279971 409958
279971 409959
279971 429956
279971 429957
279971 449954
279971 449955
279971 469952
279971 469953
279971 489950
279971 489951
279971 509948
279971 509949
279971 529946
279971 529947
279971 549944
279971 549945
279971 569942
279971 569943
279971 589940
279971 589941
279971 609938
279971 609939
279971 629936
279971 629937
279972 9998
279972 9999
279972 29996
279972 29997
279972 49994
279972 49995
279972 69992
279972 69993
279972 89990
279972 89991
279972 109988
279972 109989
279972 129986
279972 129987
279972 149984
279972 149985
279972 169982
279972 169983
279972 189980
279972 189981
279972 209978
279972 209979
279972 229976
279972 229977
279972 249974
279972 249975
279972 269972
279972 269973
279972 289970
279972 289971
279972 309968
279972 309969
279972 329966
279972 329967
279972 349964
279972 349965
279972 369962
279972 369963
279972 389960
279972 389961
279972 409958
279972 409959
279972 429956
279972 429957
279972 449954
279972 449955
279972 469952
279972 469953
279972 489950
279972 489951
279972 509948
279972 509949
279972 529946
279972 529947
279972 549944
279972 549945
279972 569942
279972 569943
279972 589940
279972 589941
279972 609938
279972 609939
279972 629936
279972 629937
299969 9998
299969 9999
299969 29996
299969 29997
299969 49994
299969 49995
299969 69992
299969 69993
299969 89990
299969 89991
299969 109988
299969 109989
299969 129986
299969 129987
299969 149984
299969 149985
299969 169982
299969 169983
299969 189980
299969 189981
299969 209978
299969 209979
299969 229976
299969 229977
299969 249974
299969 249975
299969 269972
299969 269973
299969 289970
299969 289971
299969 309968
299969 309969
299969 329966
299969 329967
299969 349964
299969 349965
299969 369962
299969 369963
299969 389960
299969 389961
299969 409958
299969 409959
299969 429956
299969 429957
299969 449954
299969 449955
299969 469952
299969 469953
299969 489950
299969 489951
299969 509948
299969 509949
299969 529946
299969 529947
299969 549944
299969 549945
299969 569942
299969 569943
299969 589940
299969 589941
299969 609938
299969 609939
299969 629936
299969 629937
299970 9998
299970 9999
299970 29996
299970 29997
299970 49994
299970 49995
299970 69992
299970 69993
299970 89990
299970 89991
299970 109988
299970 109989
299970 129986
299970 129987
299970 149984
299970 149985
299970 169982
299970 169983
299970 189980
299970 189981
299970 209978
299970 209979
299970 229976
299970 229977
299970 249974
299970 249975
299970 269972
299970 269973
299970 289970
299970 289971
299970 309968
299970 309969
299970 329966
299970 329967
299970 349964
299970 349965
299970 369962
299970 369963
299970 389960
299970 389961
299970 409958
299970 409959
299970 429956
299970 429957
299970 449954
299970 449955
299970 469952
299970 469953
299970 489950
299970 489951
299970 509948
299970 509949
299970 529946
299970 529947
299970 549944
299970 549945
299970 569942
299970 569943
299970 589940
299970 589941
299970 609938
299970 609939
299970 629936
299970 629937
319967 9998
319967 9999
319967 29996
319967 29997
319967 49994
319967 49995
319967 69992
319967 69993
319967 89990
319967 89991
319967 109988
319967 109989
319967 129986
319967 129987
319967 149984
319967 149985
319967 169982
319967 169983
319967 189980
319967 189981
319967 209978
319967 209979
319967 229976
319967 229977
319967 249974
319967 249975
319967 269972
319967 269973
319967 289970
319967 289971
319967 309968
319967 309969
319967 329966
319967 329967
319967 349964
319967 349965
319967 369962
319967 369963
319967 389960
319967 389961
319967 409958
319967 409959
319967 429956
319967 429957
319967 449954
319967 449955
319967 469952
319967 469953
319967 489950
319967 489951
319967 509948
319967 509949
319967 529946
319967 529947
319967 549944
319967 549945
319967 569942
319967 569943
319967 589940
319967 589941
319967 609938
319967 609939
319967 629936
319967 629937
319968 9998
319968 9999
319968 29996
319968 29997
319968 49994
319968 49995
319968 69992
319968 69993
319968 89990
319968 89991
319968 109988
319968 109989
319968 129986
319968 129987
319968 149984
319968 149985
319968 169982
319968 169983
319968 189980
319968 189981
319968 209978
319968 209979
319968 229976
319968 229977
319968 249974
319968 249975
319968 269972
319968 269973
319968 289970
319968 289971
319968 309968
319968 309969
319968 329966
319968 329967
319968 349964
319968 349965
319968 369962
319968 369963
319968 389960
319968 389961
319968 409958
319968 409959
319968 429956
319968 429957
319968 449954
319968 449955
319968 469952
319968 469953
319968 489950
319968 489951
319968 509948
319968 509949
319968 529946
319968 529947
319968 549944
319968 549945
319968 569942
319968 569943
319968 589940
319968 589941
319968 609938
319968 609939
319968 629936
319968 629937
339965 9998
339965 9999
339965 29996
339965 29997
339965 49994
339965 49995
339965 69992
339965 69993
339965 89990
339965 89991
339965 109988
339965 109989
339965 129986
339965 129987
339965 149984
339965 149985
339965 169982
339965 169983
339965 189980
339965 189981
339965 209978
339965 209979
339965 229976
339965 229977
339965 249974
339965 249975
339965 269972
339965 269973
339965 289970
339965 289971
339965 309968
339965 309969
339965 329966
339965 329967
339965 349964
339965 349965
339965 369962
339965 369963
339965 389960
339965 389961
339965 409958
339965 409959
339965 429956
339965 429957
339965 449954
339965 449955
339965 469952
339965 469953
339965 489950
339965 489951
339965 509948
339965 509949
339965 529946
339965 529947
339965 549944
339965 549945
339965 569942
339965 569943
339965 589940
339965 589941
339965 609938
339965 609939
339965 629936
339965 629937
339966 9998
339966 9999
339966 29996
339966 29997
339966 49994
339966 49995
339966 69992
339966 69993
339966 89990
339966 89991
339966 109988
339966 109989
339966 129986
339966 129987
339966 149984
339966 149985
339966 169982
339966 169983
339966 189980
339966 189981
339966 209978
339966 209979
339966 229976
339966 229977
339966 249974
339966 249975
339966 269972
339966 269973
339966 289970
339966 289971
339966 309968
339966 309969
339966 329966
339966 329967
339966 349964
339966 349965
339966 369962
339966 369963
339966 389960
339966 389961
339966 409958
339966 409959
339966 429956
339966 429957
339966 449954
339966 449955
339966 469952
339966 469953
339966 489950
339966 489951
339966 509948
339966 509949
339966 529946
339966 529947
339966 549944
339966 549945
339966 569942
339966 569943
339966 589940
339966 589941
339966 609938
339966 609939
339966 629936
339966 629937
359963 9998
359963 9999
359963 29996
359963 29997
359963 49994
359963 49995
359963 69992
359963 69993
359963 89990
359963 89991
359963 109988
359963 109989
359963 129986
359963 129987
359963 149984
359963 149985
359963 169982
359963 169983
359963 189980
359963 189981
359963 209978
359963 209979
359963 229976
359963 229977
359963 249974
359963 249975
359963 269972
359963 269973
359963 289970
359963 289971
359963 309968
359963 309969
359963 329966
359963 329967
359963 349964
359963 349965
359963 369962
359963 369963
359963 389960
359963 389961
359963 409958
359963 409959
359963 429956
359963 429957
359963 449954
359963 449955
359963 469952
359963 469953
359963 489950
359963 489951
359963 509948
359963 509949
359963 529946
359963 529947
359963 549944
359963 549945
359963 569942
359963 569943
359963 589940
359963 589941
359963 609938
359963 609939
359963 629936
359963 629937
359964 9998
359964 9999
359964 29996
359964 29997
359964 49994
359964 49995
359964 69992
359964 69993
359964 89990
359964 89991
359964 109988
359964 109989
359964 129986
359964 129987
359964 149984
359964 149985
359964 169982
359964 169983
359964 189980
359964 189981
359964 209978
359964 209979
359964 229976
359964 229977
359964 249974
359964 249975
359964 269972
359964 269973
359964 289970
359964 289971
359964 309968
359964 309969
359964 329966
359964 329967
359964 349964
359964 349965
359964 369962
359964 369963
